ASY,PCB,Family,Top Priority 1,Top Priority 2,Top Priority 3,Bot Priority 1,Bot Priority 2,Bot Priority 3,# Circuits
PN-315702,PN-202677,OPT-39,SM8,,,SM1,,,2
PN-315704,PN-202676,OPT-39,SM1,,,SM4,,,2
PN-318621,PN-318619,PILOT-16,SM4,,,SM4,,,4
PN-319837,PN-319831,POINT-46,SM4,,,SM4,,,9
PN-322140,PN-157131,OPT-34,SM4,,,SM4,,,3
PN-322644,PN-322643,NG69-6,SM4,,,SM4,,,4
PN-323214,PN-315709,SLC-12,SM8,,,,,,4
PN-323921,PN-323920,PILOT-16,SM4,,,SM4,,,4
PN-324857,PN-128024,CMX-14,SM2,,,SM2,,,2
PN-324859,PN-109648,CMX-10,SM5,,,SM1,,,2
PN-328958,93427291,OPT-6,,,,,,,6
PN-328960,93427291,OPT-6,SM1,,,SM1,,,6
PN-328962,93432691,OPT-22,SM1,,,SM1,,,3
PN-328964,93435091,OPT-22,SM1,,,SM1,,,3
PN-328968,PN-153454,OPT-21A,SM5,,,SM5,,,3
PN-328973,PN-164979,MLX-22,SM4,,,SM4,,,3
PN-328979,PN-164982,MLX-22,SM4,,,SM4,,,3
PN-328981,PN-164985,MLX-22,SM4,,,SM4,,,6
PN-328983,PN-164988,MLX-22,SM4,,,SM4,,,6
PN-329972,PN-307312,5069-6,SM3,,,SM3,,,4
PN-329982,PN-329644,PILOT-16,SM4,,,SM4,,,6
PN-330195,PN-330193,PILOT-16,SM4,,,SM4,,,6
PN-330196,PN-330194,PILOT-16,SM4,,,SM4,,,4
PN-330668,PN-171399,FLEX-2,SM8,,,SM8,,,6
PN-330669,PN-168126,FLEX-2,SM8,,,SM8,,,6
PN-330813,93426491,OPT-2,SM1,,,SM1,,,24
PN-330814,93435691,OPT-15,SM4,,,,,,20
PN-330971,PN-330968,PILOT-16,SM4,,,SM4,,,6
PN-331633,PN-331632,PILOT-16,SM4,,,SM4,,,6
PN-334070,PN-334063,PEN-1,,,,,,,4
PN-334303,PN-334300,PEN-11,,,,,,,8
PN-334304,PN-334302,PEN-2,,,,,,,8
PN-334314,PN-116916,CMX-21,SM1,,,SM1,,,2
PN-334592,PN-329979,PILOT-16,SM4,,,SM4,,,6
PN-335001,PN-349452,PILOT-16,SM4,,,SM4,,,9
PN-335003,PN-334988,PILOT-16,SM4,,,SM4,,,4
PN-336098,PN-336099,PILOT-16,SM4,,,SM4,,,6
PN-337123,PN-337121,CLX-8,,,,,,,2
PN-337663,PN-128024,CMX-14,SM2,,,SM2,,,2
PN-337801,PN-323920,PILOT-16,SM4,,,SM4,,,4
PN-338727,PN-109648,CMX-10,SM5,,,SM1,,,2
PN-338734,PN-128024,CMX-14,SM2,,,SM2,,,2
PN-340279,PN-340272,PILOT-16,SM4,,,SM4,,,6
PN-341297,PN-116916,CMX-21,SM1,,,SM1,,,2
PN-341340,PN-341336,PILOT-16,SM4,,,SM4,,,6
PN-342293,PN-164981,MLX-14,SM8,,,SM8,,,3
PN-342294,PN-161577,MLX-14,SM8,,,SM8,,,4
PN-342295,PN-164983,MLX-14,SM8,,,SM8,,,3
PN-342296,PN-164986,MLX-14,SM8,,,SM8,,,4
PN-342841,PN-128024,CMX-14A,SM4,,,SM4,,,2
PN-342843,PN-109648,CMX-10A,SM1,,,SM1,,,2
PN-342845,PN-119870,CMX-15,,,,,,,3
PN-346295,PN-129940,POINT-78,SM5,,,SM5,,,9
PN-346296,PN-129940,POINT-78,SM5,,,SM5,,,9
PN-346643,PN-346642,PILOT-16,SM4,,,SM4,,,4
PN-347046,PN-347143,POINT-7,SM4,,,SM4,,,6
PN-347378,PN-347375,PILOT-16,SM4,,,SM4,,,8
PN-347426,PN-347427,PILOT-16,SM4,,,SM4,,,2
PN-347502,PN-347500,PILOT-16,SM4,,,SM4,,,3
PN-348565,PN-348570,PILOT-16,SM4,,,SM4,,,6
PN-348571,PN-348572,PILOT-16,SM4,,,SM4,,,6
PN-349449,PN-103435,FLEX-53,,,,,,,
PN-349723,40870-032-04,MLX-48,,,,,,,3
PN-349869,PN-349868,PEN-3,SM4,,,SM4,,,3
PN-350398,PN-350397,PILOT-16,SM4,,,SM4,,,4
PN-350713,PN-103435,FLEX-53,,,,,,,
PN-350846,PN-309953,PEN-4A,SM1,,,SM1,,,3
PN-350875,PN-350873,PILOT-16,SM4,,,SM4,,,4
PN-350993,PN-309621,PEN-4A,SM1,,,SM1,,,3
PN-350994,PN-309621,PEN-4A,SM1,,,SM1,,,3
PN-351013,PN-182647,MLX-5,SM4,,,SM4,,,3
PN-351016,PN-182647,PILOT-16,SM4,,,SM4,,,3
PN-351018,40870-012-03,MLX-16,SM4,,,SM4,,,3
PN-351020,40870-012-03,PILOT-16,SM4,,,SM4,,,3
PN-351037,PN-308176,PEN-6,SM1,,,SM1,,,4
PN-351226,PN-351222,PILOT-16,SM4,,,SM4,,,4
PN-351391,PN-351389,NEEDS DEFINED,SM4,,,SM4,,,6
PN-354497,PN-309415,5069-12,SM1,,,SM1,,,2
PN-354790,PN-354789,PILOT-16,SM4,,,SM4,,,2
PN-355108,92422091,POINT-28,SM7,,,SM7,,,6
PN-355111,PN-152759,POINT-56,SM4,,,SM1,,,4
PN-355113,PN-185243,POINT-67,SM5,,,SM2,,,4
PN-356366,PN-356367,PILOT-16,SM4,,,SM4,,,2
PN-356627,PN-356588,SLC-38,SM8,,,SM8,,,4
PN-357372,PN-274666,PILOT-16,SM4,,,SM4,,,2
PN-357456,PN-357222,SLC-38,SM8,,,SM8,,,4
PN-357457,PN-357223,SLC-11,SM8,,,,,,4
PN-357458,PN-357224,SLC-28,,,,,,,4
PN-357459,PN-363303,SLC-11,,,,,,,4
PN-357623,PN-315709,SLC-12,SM8,,,,,,4
PN-362954,PN-362951,TB-2,,,,SM7,,,6
PN-362955,PN-362951,TB-2,,,,SM7,,,6
PN-362974,PN-362972,TB-2,,,,SM7,,,6
PN-362975,PN-362972,TB-2,,,,SM7,,,6
PN-363307,PN-363306,TB-2,,,,SM7,,,6
PN-363308,PN-363306,TB-2,,,,SM7,,,6
PN-363317,PN-363315,TB-2,,,,SM7,,,6
PN-363940,PN-363146,PILOT-16,SM4,,,SM4,,,8
PN-363960,PN-314787,PILOT-16,SM4,,,SM4,,,7
PN-363970,PN-314794,PILOT-16,SM4,,,SM4,,,7
PN-364972,PN-363145,PEN-14,SM8,,,,,,8
PN-364983,PN-363144,PILOT-16,SM4,,,SM4,,,3
PN-364986,PN-169730,FLEX-14,SM8,,,SM4,,,4
PN-364997,PN-314791,PEN-5A,SM4,,,SM4,,,4
PN-365001,PN-314796,PILOT-16,SM4,,,SM4,,,3
PN-365013,PN-314790,PEN-16,SM4,,,SM4,,,4
PN-365014,PN-314795,PILOT-16,SM4,,,SM4,,,3
PN-365019,PN-314797,PEN-12,SM5,,,,,,3
PN-365027,PN-314793,PEN-12,SM5,,,,,,3
PN-365158,PN-160294,MLX-15,,,,,,,2
PN-365160,PN-160294,MLX-15,,,,,,,2
PN-366109,PN-366085,PILOT-16,SM4,,,SM4,,,4
PN-366117,PN-366114,PILOT-16,SM4,,,SM4,,,4
PN-366129,PN-366126,PILOT-16,SM4,,,SM4,,,4
PN-366133,PN-366126,PILOT-16,SM4,,,SM4,,,4
PN-367521,PN-367567,POINT-41,SM2,,,SM2,,,9
PN-370325,PN-370324,PILOT-16,SM4,,,SM4,,,40
PN-370327,PN-370326,PILOT-16,SM4,,,SM4,,,4
PN-370349,PN-370348,PILOT-16,SM4,,,SM4,,,6
PN-370352,PN-370351,PILOT-16,SM4,,,SM4,,,4
PN-372009,40870-002-04,MLX-12,SM4,,,SM4,,,3
PN-372011,40870-002-04,PILOT-16,SM4,,,SM4,,,3
PN-377258,PN-375669,TB-2,,,,SM7,,,6
PN-381318,PN-334063,PEN-6,SM1,,,SM1,,,4
PN-383556,PN-103436,FLEX-50,SM1,,,SM1,,,6
PN-383558,PN-103436,FLEX-50,SM1,,,SM1,,,6
PN-384324,PN-384323,PILOT-16,SM4,,,SM4,,,3
PN-384507,PN-384508,PILOT-16,SM4,,,SM4,,,6
PN-388435,PN-129940,POINT-78,SM5,,,SM5,,,9
PN-388437,PN-129940,POINT-78,SM5,,,SM5,,,9
PN-389174,PN-311502,CMX-19,SM1,,,SM1,,,2
PN-389175,PN-309953,PEN-13,SM1,,,SM5,,,3
PN-389296,PN-349866,PEN-3,SM4,,,SM4,,,3
PN-389298,PN-389166,PEN-4A,SM1,,,SM1,,,3
PN-389299,PN-389166,PEN-4A,SM1,,,SM1,,,3
PN-389315,PN-308176,PEN-6,SM1,,,SM1,,,4
PN-390835,PN-347143,POINT-7,SM4,,,SM4,,,6
PN-391641,PN-391640,PEN-14,SM8,,,,,,8
PN-391861,PN-391860,PILOT-16,SM4,,,SM4,,,10
PN-392423,PN-314787,PEN-15,SM5,,,SM5,,,7
PN-392425,PN-314794,PEN-12,SM5,,,,,,7
PN-392430,PN-314795,PEN-12,SM5,,,,,,3
PN-392434,PN-363144,PEN-12,SM5,,,,,,3
PN-392446,PN-314796,PEN-12,SM5,,,,,,3
PN-392552,PN-392549,PILOT-16,SM4,,,SM4,,,4
PN-392554,PN-392549,PILOT-16,SM4,,,SM4,,,4
PN-393174,PN-198209,WUP-3,,,,,,,13
PN-393643,PN-393636,NEEDS DEFINED,SM4,,,SM4,,,2
PN-393644,PN-393638,NEEDS DEFINED,SM4,,,SM4,,,2
PN-393645,PN-393639,NEEDS DEFINED,SM4,,,SM4,,,6
PN-393908,PN-170649,OPT-1,SM1,,,SM1,,,24
PN-394032,PN-394027,NG94-TB-2,SM4,,,SM4,,,4
PN-394033,PN-394028,NG94-TB-2,SM4,,,SM4,,,4
PN-394035,PN-394030,PILOT-16,SM4,,,SM4,,,4
PN-394036,PN-394031,NG94-TB-2,SM8,,,SM8,,,4
PN-394095,PN-394094,PILOT-16,SM4,,,SM4,,,4
PN-394100,PN-394098,PILOT-16,SM4,,,SM4,,,4
PN-394309,PN-394304,PILOT-16,SM4,,,SM4,,,8
PN-394313,PN-394312,PILOT-16,SM4,,,SM4,,,4
PN-395829,PN-395827,PILOT-16,SM4,,,SM4,,,4
PN-397071,PN-397063,PILOT-16,SM4,,,SM4,,,4
PN-398101,PN-393575,PILOT-16,SM4,,,SM4,,,4
PN-400938,PN-424342,5069-5,SM3,,,SM3,,,4
PN-402953,PN-402951,PILOT-16,SM4,,,SM4,,,4
PN-402954,PN-394287,PILOT-16,SM4,,,SM4,,,4
PN-403039,PN-418633,NEEDS DEFINED,SM4,,,SM4,,,4
PN-403041,PN-403040,PILOT-16,SM4,,,SM4,,,4
PN-403071,PN-403069,PILOT-17,SM8,,,SM8,,,6
PN-403570,PN-429563,5069-22,SM8,,,SM8,,,4
PN-403614,PN-430018,5069-27,SM6,,,SM6,,,4
PN-403786,PN-403783,NEEDS DEFINED,SM4,,,SM4,,,9
PN-403788,PN-408113,NEEDS DEFINED,SM4,,,SM4,,,9
PN-403794,PN-403789,NEEDS DEFINED,SM4,,,SM4,,,9
PN-403795,PN-403789,NEEDS DEFINED,SM4,,,SM4,,,9
PN-403957,PN-394027,NG94-TB-2,SM8,,,SM8,,,4
PN-403958,PN-436930,NG94-TB-2,SM8,,,SM8,,,4
PN-403960,PN-394028,NG94-TB-2,SM8,,,SM8,,,4
PN-406279,PN-406278,PILOT-16,SM4,,,SM4,,,10
PN-407140,PN-406816,PILOT-16,SM4,,,SM4,,,10
PN-407328,PN-407327,PILOT-16,SM4,,,SM4,,,4
PN-407330,PN-407327,PILOT-16,SM4,,,SM4,,,4
PN-407335,PN-407334,PILOT-16,SM4,,,SM4,,,4
PN-407338,PN-407337,PILOT-16,SM4,,,SM4,,,4
PN-407928,PN-407927,5069-18,SM7,,,SM7,,,2
PN-407968,PN-168126,FLEX-35,SM8,,,SM8,,,6
PN-407970,PN-171399,FLEX-35,SM8,,,SM8,,,6
PN-408396,PN-408395,PILOT-16,SM4,,,SM4,,,6
PN-408401,PN-408400,NEEDS DEFINED,SM4,,,SM4,,,6
PN-408900,PN-408899,2PART-1,SM7,,,,,,9
PN-409439,PN-409436,PILOT-16,SM4,,,SM4,,,2
PN-409608,PN-311500,CMX-34,SM1,,,SM1,,,2
PN-409835,PN-409834,MLX-48A,SM2,,,SM2,,,3
PN-409845,PN-409844,PEN-17,,,,,,,8
PN-409847,PN-409846,PEN-14,SM8,,,,,,8
PN-410209,PN-41493,PWC-1,,,,SM8,,,1
PN-410232,PN-410230,POINT-71A,SM1,,,SM1,,,6
PN-410766,PN-194832,CLX-10,,,,,,,2
PN-411024,PN-403038,PILOT-16,SM4,,,SM4,,,4
PN-411695,PN-411694,NEEDS DEFINED,SM4,,,SM4,,,4
PN-411768,PN-334063,PEN-6,SM1,,,SM1,,,4
PN-411772,PN-334300,PEN-10,SM4,,,SM4,,,8
PN-411985,PN-278427,CMX-13,SM7,,,,,,2
PN-412218,PN-412217,NEEDS DEFINED,SM4,,,SM4,,,6
PN-412623,40870-002-04,MLX-12A,,,,SM4,,,3
PN-412625,40870-002-04,MLX-12A,SM4,,,SM4,,,3
PN-412627,40870-012-03,NEEDS DEFINED,SM4,,,SM4,,,3
PN-412629,40870-012-03,NEEDS DEFINED,SM4,,,SM4,,,3
PN-413450,PN-413449,PILOT-17,SM8,,,SM8,,,6
PN-414269,PN-278427,CMX-13,SM7,,,,,,2
PN-414598,PN-414599,NEEDS DEFINED,SM4,,,SM4,,,2
PN-414752,PN-414751,NEEDS DEFINED,SM4,,,SM4,,,4
PN-414754,PN-414753,NEEDS DEFINED,SM4,,,SM4,,,4
PN-414759,PN-414758,NEEDS DEFINED,SM4,,,SM4,,,2
PN-416479,PN-416478,PILOT-17,SM8,,,SM8,,,6
PN-416726,PN-393640,NEEDS DEFINED,SM4,,,SM4,,,4
PN-416729,PN-393642,NEEDS DEFINED,SM4,,,SM4,,,2
PN-417104,PN-417103,NEEDS DEFINED,SM4,,,SM4,,,4
PN-417636,PN-309703,5069-20,SM4,,,SM4,,,2
PN-417896,PN-393636,NEEDS DEFINED,SM4,,,SM4,,,2
PN-418240,PN-418239,NG94-TB-2,SM8,,,SM8,,,4
PN-418247,PN-418246,POINT-57,SM2,,,SM2,,,4
PN-418613,PN-418609,NEEDS DEFINED,SM4,,,SM4,,,4
PN-418625,PN-418624,NEEDS DEFINED,SM4,,,SM4,,,35
PN-418629,PN-418628,NEEDS DEFINED,SM4,,,SM4,,,4
PN-418632,PN-418631,NEEDS DEFINED,SM4,,,SM4,,,6
PN-421271,PN-421270,EER2017,SM1,,,SM1,,,2
PN-422779,PN-422777,NEEDS DEFINED,SM4,,,SM4,,,2
PN-423188,PN-406010,NEEDS DEFINED,SM4,,,SM4,,,3
PN-428119,PN-389756,VIEW E-2,,,,,,,8
PN-428131,PN-389754,VIEW E-4,,,,,,,8
PN-428448,PN-428447,NEEDS DEFINED,SM4,,,SM4,,,6
PN-429509,PN-429512,OPT-3,SM1,,,SM1,,,24
PN-430023,PN-430024,5069-12,SM1,,,SM1,,,2
PN-430032,PN-430024,5069-12,SM1,,,SM1,,,2
PN-430229,PN-430230,NEEDS DEFINED,SM8,,,SM8,,,2
PN-431068,PN-258158,SLC-40,SM8,,,SM8,,,4
PN-431090,PN-258158,SLC-40,SM8,,,SM8,,,4
PN-431340,PN-431338,NEEDS DEFINED,SM4,,,SM4,,,10
PN-434256,PN-434255,PILOT-17,SM8,,,SM8,,,4
PN-434258,PN-434257,PILOT-17,SM8,,,SM8,,,4
PN-435031,PN-435025,NEEDS DEFINED,SM4,,,SM4,,,10
PN-436931,PN-436930,NG94-TB-2,SM8,,,SM8,,,4
PN-438235,PN-438234,PILOT-17,SM4,,,SM4,,,9
PN-438564,PN-389756,VIEW E-2,,,,,,,8
PN-442867,PN-109648,CMX-10A,SM1,,,SM1,,,2
PN-442878,PN-278427,CMX-13,SM7,,,,,,2
PN-442978,PN-278427,CMX-13,SM7,,,,,,2
PN-442980,PN-128024,CMX-14A,SM4,,,SM4,,,2
PN-443949,PN-443957,PILOT-17,SM4,,,SM4,,,2
PN-447067,PN-447068,NEEDS DEFINED,SM4,,,SM4,,,4
PN-447930,PN-412217,POINT-3A,SM7,,,SM2,,,6
PN-448018,PN-448017,PILOT-17,SM4,,,SM4,,,9
PN-450822,PN-261096,SLC-42,,,,,,,6
PN-451600,PN-451599,NG69-11,SM4,,,SM4,,,2
PN-451859,PN-394031,NG94-TB-2,SM8,,,SM8,,,4
PN-451860,PN-418239,NG94-TB-2,SM8,,,SM8,,,4
PN-454278,PN-454265,PILOT-17,SM4,,,SM4,,,4
PN-454823,PN-409436,5069-14,SM7,,,SM7,,,2
PN-456187,PN-456188,PILOT-17,SM8,,,SM8,,,4
PN-456192,PN-456660,PILOT-17,SM8,,,SM8,,,4
PN-456198,PN-418624,2PART-1,SM7,,,,,,35
PN-456290,92427091,POINT-20,SM4,,,SM4,,,6
PN-456291,92429891,POINT-75,SM8,,,SM8,,,10
PN-456635,PN-448996,OPT-21A,SM5,,,SM5,,,3
PN-458715,PN-458534,PILOT-17,SM4,,,SM4,,,6
PN-461681,PN-109648,CMX-10A,,,,,,,2
PN-462312,PN-462311,PILOT-17,SM8,,,SM8,,,4
PN-462314,PN-462313,PILOT-17,SM8,,,SM8,,,8
PN-462317,PN-462316,PILOT-17,SM8,,,SM8,,,4
PN-462319,PN-462318,PILOT-17,SM8,,,SM8,,,4
PN-462881,PN-462882,5094-10,SM1,,,SM1,,,6
PN-464444,PN-481560,HB-1,,,,,,,4
PN-465346,PN-61304,CLX-16,SM8,,,SM8,,,15
PN-465347,PN-61304,CLX-16,SM8,,,SM8,,,15
PN-465394,PN-465393,POINT-7,SM4,,,SM4,,,6
PN-467210,PN-467205,CMX-22A,SM1,,,SM1,,,4
PN-467773,PN-467772,PILOT-17,SM4,,,SM4,,,4
PN-467774,PN-467770,PILOT-17,SM4,,,SM4,,,4
PN-468062,PN-468061,PILOT-17,SM4,,,SM4,,,8
PN-468065,PN-468063,PILOT-17,SM4,,,SM4,,,4
PN-470659,PN-456188,5094-11,SM7,,,SM7,,,4
PN-471086,PN-471085,PILOT-17,SM8,,,SM8,,,10
PN-471232,PN-64845,FLEX-4,SM7,,,SM6,,,6
PN-473131,PN-473132,PILOT-17,SM8,,,SM8,,,2
PN-473318,PN-473311,CLX-4,,,,,,,2
PN-474185,PN-474184,PILOT-17,SM8,,,SM8,,,2
PN-474319,PN-474317,PILOT-17,SM8,,,SM8,,,4
PN-474320,PN-474318,PILOT-17,SM8,,,SM8,,,4
PN-474321,PN-431338,NG94-TB-1,SM8,,,SM8,,,10
PN-476374,PN-476021,POINT-57,SM2,,,SM2,,,4
PN-476905,PN-340272,OPT-37A,SM1,,,SM1,,,6
PN-477948,PN-393575,NG94-TB-2,SM5,,,SM5,,,4
PN-477949,PN-393575,NG94-TB-2,SM5,,,SM5,,,4
PN-478223,PN-479817,POINT-81,SM5,,,SM5,,,4
PN-478228,PN-479817,POINT-81,SM5,,,SM5,,,4
PN-478361,PN-478359,NG94-TB-2,SM8,,,SM8,,,4
PN-478371,PN-147908,POINT-53B,SM1,,,SM1,,,9
PN-478379,PN-147908,POINT-53B,SM1,,,SM1,,,9
PN-478381,PN-147908,POINT-53B,SM1,,,SM1,,,9
PN-479270,PN-184251,POINT-64,,,,,,,9
PN-479392,PN-170657,POINT-66A,SM5,,,SM5,,,9
PN-479394,PN-170657,POINT-66A,SM5,,,SM5,,,9
PN-479395,PN-170657,POINT-66A,SM5,,,SM5,,,9
PN-479396,PN-169721,POINT-73,,,,,,,6
PN-479403,92407091,POINT-45,,,,,,,9
PN-479414,PN-184391,POINT-64,,,,,,,9
PN-479415,PN-184527,POINT-49A,,,,,,,6
PN-479419,92408291,POINT-45,,,,,,,9
PN-479717,PN-310134,PEN-8A,SM4,,,SM4,,,8
PN-479720,PN-313452,PEN-19,SM4,,,SM4,,,4
PN-479722,PN-349868,PEN-3A,SM8,,,SM8,,,3
PN-479723,PN-313451,PEN-18,,,,,,,3
PN-479724,PN-349866,PEN-18,,,,,,,3
PN-479725,PN-310141,PEN-8A,SM4,,,SM4,,,8
PN-479726,PN-310142,PEN-9,SM4,,,SM4,,,8
PN-479727,PN-310138,PEN-9,SM4,,,SM4,,,8
PN-479728,PN-309972,PEN-5,SM4,,,SM4,,,4
PN-479803,PN-314787,PEN-21,SM8,,,,,,7
PN-479804,PN-314790,PEN-20,SM4,,,SM4,,,4
PN-480271,PN-458534,NEO-10,SM8,,,SM8,,,6
PN-480382,PN-480381,PEN-6A,SM4,,,SM4,,,4
PN-481562,PN-456660,NG94-1,SM8,,,SM8,,,4
PN-481682,PN-411694,POINT-68,SM2,,,SM2,,,4
PN-481683,PN-418246,POINT-56A,SM2,,,SM2,,,4
PN-482196,PN-482198,MLX-12B,SM8,,,SM4,,,3
PN-482197,PN-482198,MLX-12B,SM8,,,SM4,,,3
PN-486113,PN-134608,FLEX-74,SM4,,,SM4,,,6
PN-486139,92423891,FLEX-48A,,,,,,,12
PN-486144,92423891,FLEX-48A,SM5,,,SM5,,,12
PN-486164,92423291,FLEX-48A,,,,,,,12
PN-486165,92423291,FLEX-48A,,,,,,,12
PN-486167,PN-122547,FLEX-56,SM8,,,SM8,,,6
PN-486259,PN-119870,CMX-15A,SM1,,,SM1,,,3
PN-486366,PN-169730,FLEX-14A,SM8,,,SM8,,,4
PN-488742,PN-169730,FLEX-14A,SM8,,,SM8,,,4
PN-488927,PN-103436,FLEX-50A,SM4,,,SM4,,,6
PN-490011,PN-103436,FLEX-50A,SM4,,,SM4,,,6
PN-490515,PN-315709,SLC-46,SM8,,,,,,4
PN-490532,PN-357222,SLC-38A,,,,,,,4
PN-492358,PN-412217,POINT-3A,SM7,,,SM2,,,6
PN-494143,PN-438234,POINT-63,SM4,,,SM4,,,9
PN-496344,PN-496343,MLX-50,SM8,,,SM8,,,3
PN-496346,PN-496343,MLX-50,SM8,,,SM8,,,3
PN-497006,PN-539048,FLEX-66,SM8,,,SM8,,,2
PN-497008,PN-539048,FLEX-66,SM8,,,SM8,,,2
PN-497009,PN-539048,FLEX-66,SM8,,,SM8,,,2
PN-497010,PN-539048,FLEX-66,SM8,,,SM8,,,2
PN-49712,PN-49711,CLX-2,,,,,,,24
PN-497900,PN-497901,5094-10A,SM3,,,SM3,,,6
PN-504537,PN-504536,POINT-31,SM2,,,SM2,,,9
PN-504542,PN-504536,POINT-31,SM2,,,SM2,,,9
PN-505518,PN-249915,CLX-20,,,,,,,2
PN-510108,PN-311502,CMX-19,,,,,,,2
PN-510109,PN-311500,CMX-34,SM1,,,SM1,,,2
PN-510159,PN-485527,5094-9,SM4,,,SM4,,,2
PN-510160,PN-434255,5094-3,SM1,,,SM1,,,4
PN-510161,PN-434257,5094-3,SM5,,,SM5,,,4
PN-511976,PN-448996,OPT-21A,SM5,,,SM5,,,3
PN-511998,PN-152461,OPT-20,SM5,,,SM5,,,3
PN-512352,92425091,FLEX-16A,SM8,,,SM8,,,6
PN-512354,92425091,FLEX-16A,SM8,,,SM8,,,6
PN-512422,PN-502767,CLX-30,,,,,,,2
PN-512978,PN-152021,POINT-60A,SM8,,,SM8,,,9
PN-512979,PN-152021,POINT-60A,SM8,,,SM8,,,9
PN-513134,PN-513133,5064-1,SM1,,,SM1,,,10
PN-516757,PN-309818,5069-24,SM8,,,SM8,,,12
PN-516978,PN-147904,POINT-51A,SM2,,,SM2,,,9
PN-516980,PN-147904,POINT-51A,SM2,,,SM2,,,9
PN-516982,PN-147904,POINT-51A,SM2,,,SM2,,,9
PN-517526,PN-313451,PEN-3A,SM8,,,SM8,,,3
PN-517529,PN-349866,PEN-3A,SM8,,,SM8,,,3
PN-520207,PN-311500,CMX-34A,,,,,,,2
PN-520208,PN-311502,CMX-19A,SM1,,,SM1,,,2
PN-521630,PN-79128,CLX-7,,,,,,,10
PN-521634,PN-79128,CLX-7,,,,,,,10
PN-522196,PN-502089,5069-3,SM1,,,SM1,,,4
PN-522198,PN-502576,5069-4,SM8,,,SM8,,,6
PN-522201,PN-498789,5069-2,SM1,,,SM1,,,2
PN-523875,PN-574711,WUP-4A,,,,,,,13
PN-523885,PN-198209,WUP-3A,,,,,,,13
PN-523889,PN-198209,WUP-3A,,,,,,,13
PN-523890,PN-234782,WUP-6A,,,,,,,13
PN-523891,PN-234782,WUP-6A,,,,,,,13
PN-523892,PN-234796,WUP-5A,,,,,,,13
PN-523893,PN-234796,WUP-5A,,,,,,,13
PN-523894,PN-198209,WUP-3A,,,,,,,13
PN-523898,PN-198209,WUP-3A,,,,,,,13
PN-523899,PN-198209,WUP-3A,,,,,,,13
PN-523900,PN-198209,WUP-3A,,,,,,,13
PN-523901,PN-198209,WUP-3A,,,,,,,13
PN-523902,PN-234796,WUP-5A,,,,,,,13
PN-523903,PN-389072,WUP-4A,,,,,,,13
PN-524750,PN-524746,CLX-19,SM8,,,SM8,,,2
PN-524753,PN-524746,CLX-19,SM8,,,SM8,,,2
PN-525455,PN-504536,POINT-31,SM2,,,SM2,,,9
PN-525457,PN-504536,POINT-31,SM2,,,SM2,,,9
PN-528702,PN-505138,5094-4,SM1,,,SM1,,,4
PN-529439,PN-505139,5094-4,SM1,,,SM1,,,4
PN-533236,PN-448996,OPT-21A,SM5,,,SM5,,,3
PN-533256,PN-389166,PEN-4B,SM4,,,SM4,,,3
PN-533257,PN-389166,PEN-4B,SM4,,,SM4,,,3
PN-533258,PN-308176,PEN-6A,SM4,,,SM4,,,4
PN-533259,PN-334063,PEN-6A,SM4,,,SM4,,,4
PN-533260,PN-15621,POINT-34A,,,,,,,9
PN-533261,PN-15623,POINT-34A,,,,,,,9
PN-533262,PN-181262,POINT-61A,SM2,,,SM2,,,8
PN-533263,PN-150650,POINT-61A,SM2,,,SM2,,,4
PN-533264,PN-246038,MARIO-2,SM2,,,SM2,,,3
PN-533290,PN-358386,CLX-9,SM1,,,SM1,,,2
PN-533782,PN-151729,POINT-33,SM4,,,SM4,,,9
PN-533783,PN-157863,POINT-78,,,,,,,9
PN-533785,92407091,POINT-45,,,,,,,9
PN-533786,92408291,POINT-45,SM5,,,SM5,,,9
PN-533787,92436892,POINT-2,SM4,,,SM4,,,6
PN-533788,92436691,POINT-24,SM5,,,SM5,,,6
PN-533789,92412091,POINT-32A,SM4,,,SM4,,,9
PN-533790,92412091,POINT-32A,SM4,,,SM4,,,9
PN-533791,92412091,POINT-32A,SM4,,,SM4,,,9
PN-535411,PN-498836,5069-1,SM1,,,SM1,,,4
PN-536435,PN-478359,NG94-TB-2,SM8,,,SM8,,,4
PN-538497,PN-546347,SPOINT-2,,,,,,,9
PN-538498,PN-546347,SPOINT-2,,,,,,,9
PN-538499,PN-462504,SPOINT-1,,,,,,,9
PN-538500,PN-462504,SPOINT-1,,,,,,,9
PN-542465,PN-389239,CLX-6,,,,,,,2
PN-542522,PN-542521,NEO-13,SM8,,,SM8,,,4
PN-542524,PN-542523,NEO-13,SM8,,,SM8,,,4
PN-542721,PN-542724,5069-11,SM1,,,SM1,,,2
PN-542823,PN-61303,CLX-17,,,,SM8,,,2
PN-543433,PN-142387,NEO-1,SM2,,,SM2,,,4
PN-543449,PN-142384,NEO-4,SM2,,,SM2,,,6
PN-543719,PN-141014,NEO-3,SM5,,,SM5,,,4
PN-543724,PN-143458,NEO-3,,,,,,,4
PN-543732,PN-170652,OPT-16,SM2,,,SM2,,,24
PN-543865,PN-543864,NEO-15,SM5,,,SM5,,,6
PN-544201,PN-544200,NEO-17,SM5,,,SM8,,,4
PN-544345,PN-511410,CMX-10B,SM4,,,SM4,,,2
PN-544361,PN-544366,NEEDS DEFINED,SM4,,,SM4,,,10
PN-544938,PN-334300,PEN-10A,SM4,,,SM4,,,8
